               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 940,            0.014596,           0.0061981,          0.00089304,             0.55501,             0.71429,             0.58246,             0.40937,           0.0079605,            0.029289,          0.00048065,           0.0069013,           0.0069013,           0.0069013
                 941,            0.021799,           0.0073601,           0.0012026,             0.55514,             0.71429,             0.58412,             0.36645,           0.0093222,            0.029167,          0.00049515,            0.006898,            0.006898,            0.006898
                 942,             0.01479,           0.0059043,          0.00064116,             0.55514,             0.71429,             0.58412,             0.36645,           0.0093222,            0.029167,          0.00049515,           0.0068947,           0.0068947,           0.0068947
                 943,            0.022049,           0.0062184,           0.0013593,             0.71147,             0.64286,             0.69636,             0.49519,           0.0082861,            0.025825,          0.00033264,           0.0068914,           0.0068914,           0.0068914
                 944,            0.020987,           0.0059445,          0.00092539,             0.71147,             0.64286,             0.69636,             0.49519,           0.0082861,            0.025825,          0.00033264,           0.0068881,           0.0068881,           0.0068881
                 945,            0.019863,            0.005966,           0.0012077,             0.67239,             0.64286,              0.7007,             0.45059,            0.008706,            0.024515,          0.00026283,           0.0068848,           0.0068848,           0.0068848
                 946,            0.015323,           0.0058853,          0.00059397,             0.67239,             0.64286,              0.7007,             0.45059,            0.008706,            0.024515,          0.00026283,           0.0068815,           0.0068815,           0.0068815
                 947,            0.020074,           0.0062644,           0.0012575,             0.58537,             0.64286,             0.65553,             0.44165,           0.0092247,            0.023782,          0.00024605,           0.0068782,           0.0068782,           0.0068782
                 948,            0.015603,            0.006044,           0.0011996,             0.58537,             0.64286,             0.65553,             0.44165,           0.0092247,            0.023782,          0.00024605,           0.0068749,           0.0068749,           0.0068749
                 949,           0.0079932,            0.005317,          0.00036254,             0.60295,             0.57143,             0.64927,             0.40474,            0.010282,            0.024335,          0.00025063,           0.0068716,           0.0068716,           0.0068716
                 950,            0.021339,           0.0060078,           0.0010381,             0.60295,             0.57143,             0.64927,             0.40474,            0.010282,            0.024335,          0.00025063,           0.0068683,           0.0068683,           0.0068683
                 951,            0.021186,           0.0063422,           0.0015937,             0.56221,             0.64286,             0.64472,             0.43928,           0.0095707,            0.024949,          0.00024357,            0.006865,            0.006865,            0.006865
                 952,            0.015712,           0.0064928,          0.00073032,             0.56221,             0.64286,             0.64472,             0.43928,           0.0095707,            0.024949,          0.00024357,           0.0068617,           0.0068617,           0.0068617
                 953,            0.020495,           0.0065667,           0.0014433,              0.6125,             0.57143,             0.64334,             0.41808,           0.0098067,            0.025608,          0.00024662,           0.0068584,           0.0068584,           0.0068584
                 954,            0.020249,           0.0059052,           0.0012843,              0.6125,             0.57143,             0.64334,             0.41808,           0.0098067,            0.025608,          0.00024662,           0.0068551,           0.0068551,           0.0068551
                 955,            0.014814,           0.0060366,          0.00090154,             0.57877,             0.64286,              0.6405,             0.41263,           0.0096708,            0.025535,          0.00022793,           0.0068518,           0.0068518,           0.0068518
                 956,            0.023144,           0.0056035,          0.00085754,             0.57877,             0.64286,              0.6405,             0.41263,           0.0096708,            0.025535,          0.00022793,           0.0068485,           0.0068485,           0.0068485
                 957,            0.014441,           0.0053167,          0.00060335,             0.59561,             0.64286,             0.64893,             0.43785,           0.0092597,            0.025319,          0.00022964,           0.0068452,           0.0068452,           0.0068452
                 958,            0.019953,           0.0074329,          0.00099478,             0.59561,             0.64286,             0.64893,             0.43785,           0.0092597,            0.025319,          0.00022964,           0.0068419,           0.0068419,           0.0068419
                 959,            0.021946,           0.0067243,             0.00096,             0.63748,             0.64286,             0.67504,             0.47925,           0.0082579,            0.025384,          0.00023251,           0.0068386,           0.0068386,           0.0068386
                 960,             0.01966,            0.005616,           0.0014435,             0.63748,             0.64286,             0.67504,             0.47925,           0.0082579,            0.025384,          0.00023251,           0.0068353,           0.0068353,           0.0068353
                 961,            0.020441,           0.0069568,           0.0010033,             0.56941,             0.85714,             0.65272,             0.44853,           0.0081901,            0.025374,          0.00025215,            0.006832,            0.006832,            0.006832
                 962,            0.013389,           0.0058436,          0.00063593,             0.56941,             0.85714,             0.65272,             0.44853,           0.0081901,            0.025374,          0.00025215,           0.0068287,           0.0068287,           0.0068287
                 963,            0.013524,           0.0057271,           0.0007044,             0.59273,             0.78571,             0.65657,             0.43249,           0.0082452,            0.025881,          0.00025997,           0.0068254,           0.0068254,           0.0068254
                 964,            0.020218,           0.0066419,            0.001337,             0.59273,             0.78571,             0.65657,             0.43249,           0.0082452,            0.025881,          0.00025997,           0.0068221,           0.0068221,           0.0068221
                 965,            0.019477,           0.0055407,          0.00096059,             0.56234,             0.71429,             0.58417,             0.40991,           0.0084248,            0.028606,          0.00036774,           0.0068188,           0.0068188,           0.0068188
                 966,            0.020227,            0.005774,          0.00097472,             0.56234,             0.71429,             0.58417,             0.40991,           0.0084248,            0.028606,          0.00036774,           0.0068155,           0.0068155,           0.0068155
                 967,            0.013662,           0.0046962,          0.00074567,             0.56991,             0.78571,             0.64506,             0.42277,           0.0089221,            0.026722,          0.00027409,           0.0068122,           0.0068122,           0.0068122
                 968,            0.018817,            0.005656,          0.00099582,             0.56991,             0.78571,             0.64506,             0.42277,           0.0089221,            0.026722,          0.00027409,           0.0068089,           0.0068089,           0.0068089
                 969,            0.013037,           0.0059325,          0.00084069,             0.57513,             0.71429,             0.65479,             0.44086,            0.008297,            0.028121,          0.00030613,           0.0068056,           0.0068056,           0.0068056
                 970,            0.021282,           0.0049099,           0.0013125,             0.57513,             0.71429,             0.65479,             0.44086,            0.008297,            0.028121,          0.00030613,           0.0068023,           0.0068023,           0.0068023
                 971,            0.019236,           0.0078811,           0.0012346,             0.57964,             0.78571,             0.65083,             0.40815,           0.0087366,            0.025674,          0.00019627,            0.006799,            0.006799,            0.006799
                 972,            0.013775,            0.005408,          0.00081033,             0.57964,             0.78571,             0.65083,             0.40815,           0.0087366,            0.025674,          0.00019627,           0.0067957,           0.0067957,           0.0067957
                 973,            0.020322,            0.005723,          0.00088448,             0.59444,             0.78571,             0.65554,             0.45333,           0.0082483,            0.025518,            0.000214,           0.0067924,           0.0067924,           0.0067924
                 974,            0.019052,           0.0061124,          0.00090822,             0.59444,             0.78571,             0.65554,             0.45333,           0.0082483,            0.025518,            0.000214,           0.0067891,           0.0067891,           0.0067891
                 975,            0.019749,           0.0066957,           0.0020202,             0.58791,             0.78571,             0.65676,             0.43735,           0.0082763,            0.025059,          0.00018272,           0.0067858,           0.0067858,           0.0067858
                 976,           0.0083959,           0.0054706,          0.00024543,             0.58791,             0.78571,             0.65676,             0.43735,           0.0082763,            0.025059,          0.00018272,           0.0067825,           0.0067825,           0.0067825
                 977,             0.02084,           0.0062141,           0.0011914,             0.62167,             0.64286,             0.61534,             0.40495,            0.008487,            0.025044,          0.00016632,           0.0067792,           0.0067792,           0.0067792
                 978,            0.017672,           0.0066848,          0.00089165,             0.62167,             0.64286,             0.61534,             0.40495,            0.008487,            0.025044,          0.00016632,           0.0067759,           0.0067759,           0.0067759
                 979,            0.011432,            0.004648,          0.00062634,             0.65177,             0.64286,             0.62995,             0.41068,           0.0084193,            0.024658,          0.00016556,           0.0067726,           0.0067726,           0.0067726
                 980,            0.014555,           0.0053041,           0.0008937,             0.65177,             0.64286,             0.62995,             0.41068,           0.0084193,            0.024658,          0.00016556,           0.0067693,           0.0067693,           0.0067693
                 981,            0.020225,           0.0074449,          0.00084637,             0.59389,             0.78571,             0.63396,             0.44766,           0.0078173,            0.023907,          0.00016451,            0.006766,            0.006766,            0.006766
                 982,            0.019601,           0.0061146,          0.00093594,             0.59389,             0.78571,             0.63396,             0.44766,           0.0078173,            0.023907,          0.00016451,           0.0067627,           0.0067627,           0.0067627
                 983,            0.013723,           0.0050667,          0.00080126,             0.61168,             0.78571,             0.66585,             0.44713,           0.0084258,            0.023847,          0.00016861,           0.0067594,           0.0067594,           0.0067594
                 984,            0.011926,           0.0047734,          0.00071639,             0.61168,             0.78571,             0.66585,             0.44713,           0.0084258,            0.023847,          0.00016861,           0.0067561,           0.0067561,           0.0067561
                 985,            0.018425,           0.0056213,           0.0014047,             0.58221,             0.71429,             0.64584,              0.4824,           0.0081407,            0.028853,           0.0003212,           0.0067528,           0.0067528,           0.0067528
                 986,             0.01647,           0.0050475,          0.00059416,             0.58221,             0.71429,             0.64584,              0.4824,           0.0081407,            0.028853,           0.0003212,           0.0067495,           0.0067495,           0.0067495
                 987,             0.01354,            0.006357,          0.00073976,             0.68165,             0.64286,              0.6389,              0.4499,           0.0089995,            0.032301,          0.00042229,           0.0067462,           0.0067462,           0.0067462
                 988,            0.019063,           0.0073079,           0.0010133,             0.68165,             0.64286,              0.6389,              0.4499,           0.0089995,            0.032301,          0.00042229,           0.0067429,           0.0067429,           0.0067429
                 989,            0.018011,           0.0059191,          0.00072948,             0.55645,             0.64286,             0.63005,              0.4496,           0.0083628,             0.03385,          0.00057564,           0.0067396,           0.0067396,           0.0067396
                 990,            0.011394,           0.0046289,          0.00091311,             0.55645,             0.64286,             0.63005,              0.4496,           0.0083628,             0.03385,          0.00057564,           0.0067363,           0.0067363,           0.0067363
                 991,            0.016266,           0.0057737,          0.00085853,             0.77168,             0.64286,             0.64931,             0.44628,            0.009245,            0.032363,          0.00043716,            0.006733,            0.006733,            0.006733
                 992,            0.011404,           0.0046959,           0.0004012,             0.77168,             0.64286,             0.64931,             0.44628,            0.009245,            0.032363,          0.00043716,           0.0067297,           0.0067297,           0.0067297
                 993,            0.017223,           0.0072258,          0.00094908,             0.75268,             0.64286,             0.67362,             0.47253,           0.0080721,            0.032211,           0.0004425,           0.0067264,           0.0067264,           0.0067264
                 994,            0.015938,           0.0063685,          0.00098125,             0.75268,             0.64286,             0.67362,             0.47253,           0.0080721,            0.032211,           0.0004425,           0.0067231,           0.0067231,           0.0067231
                 995,            0.015985,           0.0065675,          0.00069411,             0.71735,             0.64286,             0.63549,             0.41133,           0.0097685,            0.034067,           0.0005352,           0.0067198,           0.0067198,           0.0067198
                 996,             0.01552,           0.0065443,          0.00079637,             0.71735,             0.64286,             0.63549,             0.41133,           0.0097685,            0.034067,           0.0005352,           0.0067165,           0.0067165,           0.0067165
                 997,            0.016959,           0.0054653,          0.00089143,             0.72093,             0.64286,             0.63563,             0.40237,           0.0092653,            0.033612,          0.00051193,           0.0067132,           0.0067132,           0.0067132
                 998,            0.019397,           0.0053926,            0.001056,             0.72093,             0.64286,             0.63563,             0.40237,           0.0092653,            0.033612,          0.00051193,           0.0067099,           0.0067099,           0.0067099
                 999,            0.011267,           0.0046691,          0.00054567,              0.6176,             0.64286,             0.65048,             0.46289,           0.0084486,            0.031876,          0.00045776,           0.0067066,           0.0067066,           0.0067066
                1000,            0.014961,           0.0066465,          0.00079076,              0.6176,             0.64286,             0.65048,             0.46289,           0.0084486,            0.031876,          0.00045776,           0.0067033,           0.0067033,           0.0067033
                1001,            0.011876,           0.0056572,          0.00085443,              0.7606,             0.64286,             0.69854,             0.44312,           0.0085105,             0.02871,          0.00030842,              0.0067,              0.0067,              0.0067
                1002,            0.016741,           0.0055315,          0.00091808,              0.7606,             0.64286,             0.69854,             0.44312,           0.0085105,             0.02871,          0.00030842,           0.0066967,           0.0066967,           0.0066967
                1003,            0.017813,           0.0053295,          0.00088754,              0.8334,             0.64286,             0.69577,             0.47862,           0.0082545,            0.028452,          0.00031395,           0.0066934,           0.0066934,           0.0066934
                1004,            0.018877,           0.0051953,           0.0020406,              0.8334,             0.64286,             0.69577,             0.47862,           0.0082545,            0.028452,          0.00031395,           0.0066901,           0.0066901,           0.0066901
                1005,            0.011666,           0.0060946,          0.00037936,             0.88483,             0.64286,              0.6959,             0.46457,           0.0083931,             0.02924,          0.00033321,           0.0066868,           0.0066868,           0.0066868
                1006,            0.017911,           0.0052472,          0.00066779,             0.88483,             0.64286,              0.6959,             0.46457,           0.0083931,             0.02924,          0.00033321,           0.0066835,           0.0066835,           0.0066835
                1007,            0.016399,           0.0059809,          0.00094784,             0.56545,             0.71429,             0.64487,             0.43309,           0.0079367,            0.026147,          0.00024414,           0.0066802,           0.0066802,           0.0066802
                1008,            0.016826,           0.0067295,          0.00090051,             0.56545,             0.71429,             0.64487,             0.43309,           0.0079367,            0.026147,          0.00024414,           0.0066769,           0.0066769,           0.0066769
                1009,            0.016252,           0.0068157,          0.00065348,             0.73934,             0.64286,             0.69209,              0.4552,           0.0082859,            0.029288,          0.00034847,           0.0066736,           0.0066736,           0.0066736
                1010,            0.015514,           0.0051343,          0.00087018,             0.73934,             0.64286,             0.69209,              0.4552,           0.0082859,            0.029288,          0.00034847,           0.0066703,           0.0066703,           0.0066703
                1011,           0.0070243,           0.0053243,          0.00046324,             0.95887,             0.64286,             0.69588,             0.47114,           0.0079817,            0.028541,          0.00032673,            0.006667,            0.006667,            0.006667
                1012,            0.015035,           0.0065491,          0.00060687,             0.95887,             0.64286,             0.69588,             0.47114,           0.0079817,            0.028541,          0.00032673,           0.0066637,           0.0066637,           0.0066637
                1013,            0.011434,           0.0036716,          0.00069342,             0.59534,             0.64286,             0.65137,             0.42159,           0.0087058,            0.027108,           0.0002739,           0.0066604,           0.0066604,           0.0066604
                1014,            0.011748,           0.0058593,          0.00049298,             0.59534,             0.64286,             0.65137,             0.42159,           0.0087058,            0.027108,           0.0002739,           0.0066571,           0.0066571,           0.0066571
                1015,            0.015484,           0.0073606,          0.00078067,             0.61686,             0.64286,             0.62647,             0.42128,            0.008468,            0.024674,          0.00018463,           0.0066538,           0.0066538,           0.0066538
                1016,            0.019014,           0.0074229,           0.0007162,             0.61686,             0.64286,             0.62647,             0.42128,            0.008468,            0.024674,          0.00018463,           0.0066505,           0.0066505,           0.0066505
                1017,            0.013714,           0.0070947,          0.00070747,             0.61403,             0.64286,             0.62115,             0.40612,           0.0082491,            0.024062,          0.00015392,           0.0066472,           0.0066472,           0.0066472
                1018,            0.011718,            0.006004,          0.00033942,             0.61403,             0.64286,             0.62115,             0.40612,           0.0082491,            0.024062,          0.00015392,           0.0066439,           0.0066439,           0.0066439
                1019,            0.017318,           0.0062725,          0.00061394,              0.5969,             0.64286,             0.60363,             0.36885,           0.0095956,            0.024589,          0.00015211,           0.0066406,           0.0066406,           0.0066406
                1020,              0.0123,           0.0067968,          0.00054375,              0.5969,             0.64286,             0.60363,             0.36885,           0.0095956,            0.024589,          0.00015211,           0.0066373,           0.0066373,           0.0066373
                1021,            0.020551,           0.0064363,          0.00058434,             0.60867,             0.64286,              0.6111,             0.41894,           0.0080402,            0.024643,          0.00017719,            0.006634,            0.006634,            0.006634
                1022,            0.012456,           0.0069102,          0.00063711,             0.60867,             0.64286,              0.6111,             0.41894,           0.0080402,            0.024643,          0.00017719,           0.0066307,           0.0066307,           0.0066307
                1023,            0.014377,           0.0057253,          0.00067484,              0.5617,             0.64286,             0.60202,             0.40219,           0.0084929,            0.026382,          0.00027466,           0.0066274,           0.0066274,           0.0066274
                1024,            0.012619,           0.0046486,          0.00052331,              0.5617,             0.64286,             0.60202,             0.40219,           0.0084929,            0.026382,          0.00027466,           0.0066241,           0.0066241,           0.0066241
                1025,           0.0080581,           0.0066955,          0.00046019,             0.55834,             0.78571,             0.58741,             0.42156,           0.0085164,            0.030675,          0.00051003,           0.0066208,           0.0066208,           0.0066208
                1026,            0.015886,           0.0061808,          0.00093064,             0.55834,             0.78571,             0.58741,             0.42156,           0.0085164,            0.030675,          0.00051003,           0.0066175,           0.0066175,           0.0066175
                1027,            0.014287,           0.0055206,          0.00065836,              0.6859,             0.64286,             0.63687,             0.44123,           0.0085041,            0.029402,          0.00044937,           0.0066142,           0.0066142,           0.0066142
                1028,            0.011093,           0.0066332,          0.00036548,              0.6859,             0.64286,             0.63687,             0.44123,           0.0085041,            0.029402,          0.00044937,           0.0066109,           0.0066109,           0.0066109
                1029,            0.016729,           0.0092498,          0.00061068,             0.62901,             0.64286,             0.61836,             0.41704,           0.0081993,            0.028597,          0.00035648,           0.0066076,           0.0066076,           0.0066076
                1030,              0.0127,           0.0057759,           0.0002855,             0.62901,             0.64286,             0.61836,             0.41704,           0.0081993,            0.028597,          0.00035648,           0.0066043,           0.0066043,           0.0066043
                1031,            0.016626,           0.0071678,          0.00053398,             0.63178,             0.64286,             0.61612,             0.43587,           0.0083736,            0.028078,          0.00036716,            0.006601,            0.006601,            0.006601
                1032,            0.018781,           0.0059448,          0.00070115,             0.63178,             0.64286,             0.61612,             0.43587,           0.0083736,            0.028078,          0.00036716,           0.0065977,           0.0065977,           0.0065977
                1033,            0.011463,           0.0054353,          0.00072185,             0.57693,             0.64286,             0.60163,             0.40128,            0.008574,            0.025414,          0.00022106,           0.0065944,           0.0065944,           0.0065944
                1034,           0.0084439,           0.0045296,          0.00042262,             0.57693,             0.64286,             0.60163,             0.40128,            0.008574,            0.025414,          0.00022106,           0.0065911,           0.0065911,           0.0065911
                1035,            0.016588,           0.0060581,          0.00075624,             0.55286,             0.64286,              0.5812,             0.37193,           0.0091026,            0.024441,          0.00017643,           0.0065878,           0.0065878,           0.0065878
                1036,            0.015897,           0.0069166,          0.00064462,             0.55286,             0.64286,              0.5812,             0.37193,           0.0091026,            0.024441,          0.00017643,           0.0065845,           0.0065845,           0.0065845
                1037,            0.011684,           0.0063189,          0.00054773,             0.58554,             0.64286,             0.59082,             0.39715,           0.0080494,            0.024737,          0.00020008,           0.0065812,           0.0065812,           0.0065812
                1038,            0.012708,           0.0054415,          0.00037673,             0.58554,             0.64286,             0.59082,             0.39715,           0.0080494,            0.024737,          0.00020008,           0.0065779,           0.0065779,           0.0065779
                1039,            0.012385,           0.0055142,          0.00053287,             0.56921,             0.64286,              0.5787,             0.39962,           0.0077619,            0.026059,          0.00025711,           0.0065746,           0.0065746,           0.0065746
                1040,            0.013647,           0.0054403,          0.00054057,             0.56921,             0.64286,              0.5787,             0.39962,           0.0077619,            0.026059,          0.00025711,           0.0065713,           0.0065713,           0.0065713
                1041,            0.013069,           0.0040626,          0.00032749,              0.5564,             0.64286,             0.57732,             0.33894,           0.0091134,            0.027182,          0.00030041,            0.006568,            0.006568,            0.006568
                1042,            0.020989,           0.0066656,           0.0013361,              0.5564,             0.64286,             0.57732,             0.33894,           0.0091134,            0.027182,          0.00030041,           0.0065647,           0.0065647,           0.0065647
                1043,            0.022449,           0.0050581,          0.00067689,             0.57371,             0.64286,             0.58718,             0.36734,           0.0087501,            0.025196,          0.00022125,           0.0065614,           0.0065614,           0.0065614
                1044,            0.017662,            0.007583,          0.00064698,             0.57371,             0.64286,             0.58718,             0.36734,           0.0087501,            0.025196,          0.00022125,           0.0065581,           0.0065581,           0.0065581
                1045,            0.012335,           0.0053089,          0.00053188,             0.54982,             0.71429,             0.63504,             0.38577,           0.0091206,            0.027237,          0.00035591,           0.0065548,           0.0065548,           0.0065548
                1046,            0.017144,           0.0060557,          0.00054428,             0.54982,             0.71429,             0.63504,             0.38577,           0.0091206,            0.027237,          0.00035591,           0.0065515,           0.0065515,           0.0065515
                1047,            0.018526,           0.0058525,           0.0009935,             0.55228,             0.71429,             0.56421,             0.39721,           0.0083205,            0.033545,          0.00063019,           0.0065482,           0.0065482,           0.0065482
                1048,            0.012721,           0.0057294,          0.00064538,             0.55228,             0.71429,             0.56421,             0.39721,           0.0083205,            0.033545,          0.00063019,           0.0065449,           0.0065449,           0.0065449
                1049,            0.011448,             0.00485,          0.00030612,             0.55449,             0.71429,             0.56371,             0.35262,            0.010202,            0.035131,           0.0006794,           0.0065416,           0.0065416,           0.0065416
                1050,            0.017505,           0.0047749,           0.0007802,             0.55449,             0.71429,             0.56371,             0.35262,            0.010202,            0.035131,           0.0006794,           0.0065383,           0.0065383,           0.0065383
                1051,            0.016551,           0.0062613,          0.00068844,              0.5589,             0.71429,             0.54842,             0.38076,           0.0090633,            0.035797,          0.00090561,            0.006535,            0.006535,            0.006535
                1052,           0.0087723,           0.0055062,          0.00018692,              0.5589,             0.71429,             0.54842,             0.38076,           0.0090633,            0.035797,          0.00090561,           0.0065317,           0.0065317,           0.0065317
                1053,            0.021613,           0.0051719,          0.00077896,              0.5451,             0.71429,             0.56012,             0.33921,            0.010874,            0.036522,           0.0010849,           0.0065284,           0.0065284,           0.0065284
                1054,            0.013869,           0.0063069,          0.00048007,              0.5451,             0.71429,             0.56012,             0.33921,            0.010874,            0.036522,           0.0010849,           0.0065251,           0.0065251,           0.0065251
                1055,              0.0151,           0.0053806,          0.00047011,             0.54863,             0.71429,             0.55966,             0.36049,            0.010062,            0.036675,           0.0011436,           0.0065218,           0.0065218,           0.0065218
                1056,            0.012286,           0.0053269,          0.00049947,             0.54863,             0.71429,             0.55966,             0.36049,            0.010062,            0.036675,           0.0011436,           0.0065185,           0.0065185,           0.0065185
                1057,            0.019016,           0.0076072,           0.0010386,             0.55197,             0.71314,             0.55203,             0.35628,            0.010224,            0.036652,          0.00086899,           0.0065152,           0.0065152,           0.0065152
                1058,            0.012731,           0.0056374,          0.00041138,             0.55197,             0.71314,             0.55203,             0.35628,            0.010224,            0.036652,          0.00086899,           0.0065119,           0.0065119,           0.0065119
                1059,            0.015351,             0.00491,          0.00066673,             0.59395,             0.71429,             0.64073,             0.43712,           0.0086725,            0.030891,          0.00050926,           0.0065086,           0.0065086,           0.0065086
                1060,           0.0072273,           0.0045813,          0.00036829,             0.59395,             0.71429,             0.64073,             0.43712,           0.0086725,            0.030891,          0.00050926,           0.0065053,           0.0065053,           0.0065053
                1061,            0.019813,            0.005879,           0.0010167,             0.90308,             0.64286,             0.68936,             0.47511,            0.007695,            0.027308,          0.00036621,            0.006502,            0.006502,            0.006502
                1062,            0.016026,           0.0072052,           0.0011701,             0.90308,             0.64286,             0.68936,             0.47511,            0.007695,            0.027308,          0.00036621,           0.0064987,           0.0064987,           0.0064987
                1063,            0.015273,           0.0064904,          0.00079317,             0.71248,             0.64286,             0.66377,             0.43599,           0.0082884,            0.028098,          0.00040054,           0.0064954,           0.0064954,           0.0064954
                1064,            0.020488,           0.0063281,          0.00093632,             0.71248,             0.64286,             0.66377,             0.43599,           0.0082884,            0.028098,          0.00040054,           0.0064921,           0.0064921,           0.0064921
                1065,            0.016957,           0.0066981,           0.0011151,             0.58475,             0.71429,             0.60888,             0.40712,           0.0081178,            0.025352,          0.00025654,           0.0064888,           0.0064888,           0.0064888
                1066,            0.013102,           0.0049589,          0.00046287,             0.58475,             0.71429,             0.60888,             0.40712,           0.0081178,            0.025352,          0.00025654,           0.0064855,           0.0064855,           0.0064855
                1067,            0.015633,           0.0059382,          0.00072428,              0.5912,             0.64286,             0.60671,             0.39779,           0.0079378,            0.024343,          0.00020905,           0.0064822,           0.0064822,           0.0064822
                1068,             0.01753,           0.0060991,          0.00055972,              0.5912,             0.64286,             0.60671,             0.39779,           0.0079378,            0.024343,          0.00020905,           0.0064789,           0.0064789,           0.0064789
                1069,            0.018067,           0.0056511,          0.00099901,             0.59193,             0.64286,             0.61154,             0.37331,           0.0085462,             0.02396,          0.00020256,           0.0064756,           0.0064756,           0.0064756
                1070,             0.02061,           0.0052949,           0.0013695,             0.59193,             0.64286,             0.61154,             0.37331,           0.0085462,             0.02396,          0.00020256,           0.0064723,           0.0064723,           0.0064723
                1071,            0.012692,           0.0052753,          0.00067723,             0.57879,             0.71429,             0.60671,             0.40865,           0.0074822,            0.026223,          0.00028229,            0.006469,            0.006469,            0.006469
                1072,            0.020308,           0.0057487,            0.001119,             0.57879,             0.71429,             0.60671,             0.40865,           0.0074822,            0.026223,          0.00028229,           0.0064657,           0.0064657,           0.0064657
                1073,            0.021144,            0.005613,           0.0013213,             0.64208,             0.71429,             0.61912,             0.43558,           0.0080451,            0.030751,          0.00057487,           0.0064624,           0.0064624,           0.0064624
                1074,            0.016534,           0.0064501,            0.002157,             0.64208,             0.71429,             0.61912,             0.43558,           0.0080451,            0.030751,          0.00057487,           0.0064591,           0.0064591,           0.0064591
                1075,            0.013047,           0.0046911,          0.00048026,              0.5526,             0.64286,             0.56052,             0.38019,           0.0079582,            0.034763,          0.00074997,           0.0064558,           0.0064558,           0.0064558
                1076,            0.022638,           0.0060039,           0.0014227,              0.5526,             0.64286,             0.56052,             0.38019,           0.0079582,            0.034763,          0.00074997,           0.0064525,           0.0064525,           0.0064525
                1077,            0.019231,           0.0065437,           0.0011189,               0.675,             0.71429,             0.65606,             0.42417,           0.0088626,            0.030401,          0.00052338,           0.0064492,           0.0064492,           0.0064492
                1078,            0.015164,           0.0055478,          0.00051757,               0.675,             0.71429,             0.65606,             0.42417,           0.0088626,            0.030401,          0.00052338,           0.0064459,           0.0064459,           0.0064459
                1079,            0.013814,           0.0063107,          0.00054048,             0.57754,             0.64286,             0.58632,              0.4167,           0.0077772,            0.031561,          0.00060921,           0.0064426,           0.0064426,           0.0064426
                1080,            0.019428,           0.0062332,           0.0011549,             0.57754,             0.64286,             0.58632,              0.4167,           0.0077772,            0.031561,          0.00060921,           0.0064393,           0.0064393,           0.0064393
                1081,            0.011109,           0.0053897,          0.00064646,             0.54318,             0.68959,             0.55778,             0.37067,            0.010085,            0.035069,          0.00070038,            0.006436,            0.006436,            0.006436
                1082,            0.015445,           0.0055682,          0.00093665,             0.54318,             0.68959,             0.55778,             0.37067,            0.010085,            0.035069,          0.00070038,           0.0064327,           0.0064327,           0.0064327
                1083,            0.021834,            0.005756,          0.00098216,             0.57555,             0.64286,             0.58539,             0.43264,            0.008088,            0.031868,          0.00062485,           0.0064294,           0.0064294,           0.0064294
                1084,            0.017773,           0.0050114,           0.0009708,             0.57555,             0.64286,             0.58539,             0.43264,            0.008088,            0.031868,          0.00062485,           0.0064261,           0.0064261,           0.0064261
                1085,            0.018834,           0.0060343,           0.0011834,             0.69174,             0.64286,             0.66391,             0.44867,           0.0083729,            0.027288,          0.00036373,           0.0064228,           0.0064228,           0.0064228
                1086,            0.012816,           0.0041222,          0.00069605,             0.69174,             0.64286,             0.66391,             0.44867,           0.0083729,            0.027288,          0.00036373,           0.0064195,           0.0064195,           0.0064195
                1087,            0.014769,           0.0057488,           0.0012802,              0.6813,             0.64286,             0.66794,             0.45711,           0.0081045,            0.027505,          0.00036697,           0.0064162,           0.0064162,           0.0064162
                1088,            0.010711,           0.0064486,          0.00082451,              0.6813,             0.64286,             0.66794,             0.45711,           0.0081045,            0.027505,          0.00036697,           0.0064129,           0.0064129,           0.0064129
                1089,            0.017511,           0.0061615,           0.0018845,             0.63218,             0.64286,             0.64303,              0.4156,           0.0082661,            0.025725,          0.00027847,           0.0064096,           0.0064096,           0.0064096
                1090,            0.015968,           0.0054207,           0.0011368,             0.63218,             0.64286,             0.64303,              0.4156,           0.0082661,            0.025725,          0.00027847,           0.0064063,           0.0064063,           0.0064063
                1091,            0.014899,           0.0060527,           0.0010362,             0.55602,             0.71429,             0.64233,             0.38059,           0.0092333,            0.025037,          0.00022736,            0.006403,            0.006403,            0.006403
                1092,            0.014875,           0.0053974,          0.00080045,             0.55602,             0.71429,             0.64233,             0.38059,           0.0092333,            0.025037,          0.00022736,           0.0063997,           0.0063997,           0.0063997
                1093,           0.0088235,            0.003464,          0.00042251,             0.55095,             0.71429,             0.64137,             0.41336,           0.0086187,            0.024216,          0.00022793,           0.0063964,           0.0063964,           0.0063964
