               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                1527,            0.016175,           0.0036527,          0.00071461,             0.52151,             0.64286,             0.54125,             0.38038,           0.0093664,            0.037022,          0.00093689,           0.0049642,           0.0049642,           0.0049642
                1528,            0.014843,           0.0047023,          0.00055485,             0.52151,             0.64286,             0.54125,             0.38038,           0.0093664,            0.037022,          0.00093689,           0.0049609,           0.0049609,           0.0049609
                1529,            0.013739,           0.0055117,          0.00075217,             0.51632,             0.64286,             0.54168,             0.35466,           0.0099137,            0.037388,          0.00092087,           0.0049576,           0.0049576,           0.0049576
                1530,            0.013723,           0.0070307,          0.00050771,             0.51632,             0.64286,             0.54168,             0.35466,           0.0099137,            0.037388,          0.00092087,           0.0049543,           0.0049543,           0.0049543
                1531,            0.016739,           0.0053912,          0.00050757,             0.63459,             0.56657,             0.56435,             0.41767,           0.0088043,            0.036232,           0.0008316,            0.004951,            0.004951,            0.004951
                1532,            0.013608,           0.0058188,          0.00064329,             0.63459,             0.56657,             0.56435,             0.41767,           0.0088043,            0.036232,           0.0008316,           0.0049477,           0.0049477,           0.0049477
                1533,            0.015041,            0.005376,          0.00043006,             0.64294,             0.57143,             0.55885,             0.40838,           0.0087274,            0.035839,          0.00071526,           0.0049444,           0.0049444,           0.0049444
                1534,            0.014165,           0.0054106,          0.00055948,             0.64294,             0.57143,             0.55885,             0.40838,           0.0087274,            0.035839,          0.00071526,           0.0049411,           0.0049411,           0.0049411
                1535,            0.017676,           0.0056367,          0.00081592,             0.58305,             0.71429,             0.58126,             0.40815,           0.0081316,            0.032706,          0.00057068,           0.0049378,           0.0049378,           0.0049378
                1536,            0.014454,           0.0052146,          0.00057356,             0.58305,             0.71429,             0.58126,             0.40815,           0.0081316,            0.032706,          0.00057068,           0.0049345,           0.0049345,           0.0049345
                1537,            0.015159,           0.0040927,          0.00072923,             0.61088,             0.71429,             0.59235,             0.42893,           0.0078252,             0.03319,          0.00045815,           0.0049312,           0.0049312,           0.0049312
                1538,            0.016407,           0.0053907,           0.0006886,             0.61088,             0.71429,             0.59235,             0.42893,           0.0078252,             0.03319,          0.00045815,           0.0049279,           0.0049279,           0.0049279
                1539,            0.014924,           0.0044969,           0.0007061,             0.58968,             0.64286,             0.56708,             0.39658,           0.0080257,            0.033913,          0.00034618,           0.0049246,           0.0049246,           0.0049246
                1540,            0.010396,           0.0031979,           0.0010328,             0.58968,             0.64286,             0.56708,             0.39658,           0.0080257,            0.033913,          0.00034618,           0.0049213,           0.0049213,           0.0049213
                1541,             0.01001,           0.0064859,          0.00046113,             0.56803,             0.64286,             0.56352,              0.3776,           0.0079601,            0.034183,          0.00030518,            0.004918,            0.004918,            0.004918
                1542,            0.011253,           0.0055093,          0.00045524,             0.56803,             0.64286,             0.56352,              0.3776,           0.0079601,            0.034183,          0.00030518,           0.0049147,           0.0049147,           0.0049147
                1543,             0.01608,           0.0045427,          0.00091888,             0.57056,             0.64286,             0.57832,             0.37731,           0.0086227,            0.034028,           0.0002779,           0.0049114,           0.0049114,           0.0049114
                1544,            0.014278,           0.0056853,          0.00063216,             0.57056,             0.64286,             0.57832,             0.37731,           0.0086227,            0.034028,           0.0002779,           0.0049081,           0.0049081,           0.0049081
                1545,            0.011688,           0.0045759,          0.00087004,             0.56536,             0.64286,             0.56173,             0.38147,           0.0080474,            0.034373,          0.00031738,           0.0049048,           0.0049048,           0.0049048
                1546,            0.014936,           0.0048436,          0.00065264,             0.56536,             0.64286,             0.56173,             0.38147,           0.0080474,            0.034373,          0.00031738,           0.0049015,           0.0049015,           0.0049015
                1547,            0.012969,           0.0054947,           0.0008169,             0.55264,             0.78571,             0.56863,             0.39665,           0.0079461,            0.033766,          0.00035667,           0.0048982,           0.0048982,           0.0048982
                1548,            0.013447,           0.0057498,          0.00057436,             0.55264,             0.78571,             0.56863,             0.39665,           0.0079461,            0.033766,          0.00035667,           0.0048949,           0.0048949,           0.0048949
                1549,           0.0089842,           0.0043848,          0.00033091,             0.55234,             0.64286,             0.56895,             0.42317,           0.0079121,            0.034739,          0.00051231,           0.0048916,           0.0048916,           0.0048916
                1550,            0.011205,           0.0043781,           0.0006465,             0.55234,             0.64286,             0.56895,             0.42317,           0.0079121,            0.034739,          0.00051231,           0.0048883,           0.0048883,           0.0048883
                1551,            0.014271,           0.0046127,          0.00036599,             0.63596,             0.57143,             0.55772,             0.38128,           0.0096498,            0.038476,          0.00073929,            0.004885,            0.004885,            0.004885
                1552,            0.012426,            0.005282,          0.00040066,             0.63596,             0.57143,             0.55772,             0.38128,           0.0096498,            0.038476,          0.00073929,           0.0048817,           0.0048817,           0.0048817
                1553,            0.012925,           0.0053617,          0.00058196,             0.62316,             0.57143,              0.5534,              0.3785,            0.009415,            0.038255,          0.00084305,           0.0048784,           0.0048784,           0.0048784
                1554,            0.015547,           0.0045872,           0.0006582,             0.62316,             0.57143,              0.5534,              0.3785,            0.009415,            0.038255,          0.00084305,           0.0048751,           0.0048751,           0.0048751
                1555,            0.010641,           0.0046758,          0.00026212,             0.62256,             0.57143,             0.55351,             0.36015,           0.0093308,            0.037979,          0.00083313,           0.0048718,           0.0048718,           0.0048718
                1556,            0.011125,           0.0045507,          0.00054974,             0.62256,             0.57143,             0.55351,             0.36015,           0.0093308,            0.037979,          0.00083313,           0.0048685,           0.0048685,           0.0048685
                1557,            0.019196,           0.0044452,          0.00051134,             0.62711,             0.57143,             0.55223,             0.34592,           0.0098284,            0.038153,          0.00085144,           0.0048652,           0.0048652,           0.0048652
                1558,            0.014532,           0.0082642,          0.00057966,             0.62711,             0.57143,             0.55223,             0.34592,           0.0098284,            0.038153,          0.00085144,           0.0048619,           0.0048619,           0.0048619
                1559,            0.016256,            0.007476,          0.00050144,             0.63901,             0.57143,              0.5509,             0.36221,           0.0094764,            0.038247,           0.0008049,           0.0048586,           0.0048586,           0.0048586
                1560,             0.01638,           0.0065214,          0.00073071,             0.63901,             0.57143,              0.5509,             0.36221,           0.0094764,            0.038247,           0.0008049,           0.0048553,           0.0048553,           0.0048553
                1561,             0.01654,           0.0057547,          0.00066854,             0.64047,             0.57143,             0.55501,             0.33856,           0.0099488,            0.038586,          0.00073776,            0.004852,            0.004852,            0.004852
                1562,            0.015644,           0.0058257,           0.0014118,             0.64047,             0.57143,             0.55501,             0.33856,           0.0099488,            0.038586,          0.00073776,           0.0048487,           0.0048487,           0.0048487
                1563,           0.0096242,           0.0053075,          0.00037084,               0.639,             0.57143,             0.55546,             0.36329,           0.0095579,            0.038315,          0.00068092,           0.0048454,           0.0048454,           0.0048454
                1564,            0.014126,           0.0050505,          0.00075902,               0.639,             0.57143,             0.55546,             0.36329,           0.0095579,            0.038315,          0.00068092,           0.0048421,           0.0048421,           0.0048421
                1565,            0.015168,           0.0048771,          0.00095116,               0.553,             0.64286,             0.56223,             0.40791,           0.0085608,            0.036127,          0.00057945,           0.0048388,           0.0048388,           0.0048388
                1566,            0.015256,           0.0051433,            0.001088,               0.553,             0.64286,             0.56223,             0.40791,           0.0085608,            0.036127,          0.00057945,           0.0048355,           0.0048355,           0.0048355
                1567,            0.015087,           0.0048833,          0.00076998,             0.61349,             0.78571,              0.6015,             0.41281,           0.0082562,            0.031815,          0.00037384,           0.0048322,           0.0048322,           0.0048322
                1568,            0.014502,           0.0048172,          0.00063282,             0.61349,             0.78571,              0.6015,             0.41281,           0.0082562,            0.031815,          0.00037384,           0.0048289,           0.0048289,           0.0048289
                1569,           0.0097536,            0.005205,          0.00070763,             0.61578,             0.64286,             0.56597,             0.38113,           0.0081499,            0.033527,          0.00023651,           0.0048256,           0.0048256,           0.0048256
                1570,            0.013878,           0.0056202,          0.00084878,             0.61578,             0.64286,             0.56597,             0.38113,           0.0081499,            0.033527,          0.00023651,           0.0048223,           0.0048223,           0.0048223
                1571,            0.014862,            0.005378,          0.00082742,             0.63565,             0.63181,             0.58458,             0.39408,           0.0082565,            0.032855,          0.00017509,            0.004819,            0.004819,            0.004819
                1572,            0.015543,           0.0055949,          0.00089529,             0.63565,             0.63181,             0.58458,             0.39408,           0.0082565,            0.032855,          0.00017509,           0.0048157,           0.0048157,           0.0048157
                1573,            0.010442,           0.0060277,          0.00069388,             0.64072,             0.61832,             0.63992,             0.39974,           0.0086533,            0.033227,          0.00015249,           0.0048124,           0.0048124,           0.0048124
                1574,            0.010782,            0.004282,          0.00042068,             0.64072,             0.61832,             0.63992,             0.39974,           0.0086533,            0.033227,          0.00015249,           0.0048091,           0.0048091,           0.0048091
                1575,            0.011382,            0.004969,          0.00044168,             0.63642,             0.61073,              0.6411,             0.41645,           0.0084759,            0.034673,          0.00013151,           0.0048058,           0.0048058,           0.0048058
                1576,            0.010632,           0.0051491,          0.00058035,             0.63642,             0.61073,              0.6411,             0.41645,           0.0084759,            0.034673,          0.00013151,           0.0048025,           0.0048025,           0.0048025
                1577,            0.016888,           0.0070845,          0.00085345,             0.63595,             0.60842,             0.66584,             0.41846,           0.0085465,            0.035713,          0.00012169,           0.0047992,           0.0047992,           0.0047992
                1578,            0.018925,           0.0057697,           0.0012446,             0.63595,             0.60842,             0.66584,             0.41846,           0.0085465,            0.035713,          0.00012169,           0.0047959,           0.0047959,           0.0047959
                1579,            0.016657,           0.0052849,          0.00087571,             0.63501,             0.61156,             0.66584,             0.43533,           0.0086875,            0.034863,          0.00012074,           0.0047926,           0.0047926,           0.0047926
                1580,            0.015779,           0.0050805,           0.0012446,             0.63501,             0.61156,             0.66584,             0.43533,           0.0086875,            0.034863,          0.00012074,           0.0047893,           0.0047893,           0.0047893
                1581,            0.015722,           0.0062245,           0.0006309,             0.63531,             0.61273,             0.66629,             0.42545,              0.0089,            0.034157,          0.00012054,            0.004786,            0.004786,            0.004786
                1582,            0.013258,           0.0060495,          0.00086384,             0.63531,             0.61273,             0.66629,             0.42545,              0.0089,            0.034157,          0.00012054,           0.0047827,           0.0047827,           0.0047827
                1583,            0.014321,           0.0050815,           0.0012553,             0.64694,              0.6262,             0.66541,             0.43347,           0.0084317,            0.032104,          0.00012465,           0.0047794,           0.0047794,           0.0047794
                1584,            0.012489,             0.00531,          0.00072703,             0.64694,              0.6262,             0.66541,             0.43347,           0.0084317,            0.032104,          0.00012465,           0.0047761,           0.0047761,           0.0047761
                1585,            0.014174,           0.0045931,          0.00048675,             0.78598,             0.63002,             0.67671,             0.45501,           0.0077438,             0.03158,          0.00015888,           0.0047728,           0.0047728,           0.0047728
                1586,            0.016781,           0.0063354,          0.00087897,             0.78598,             0.63002,             0.67671,             0.45501,           0.0077438,             0.03158,          0.00015888,           0.0047695,           0.0047695,           0.0047695
                1587,           0.0099606,           0.0046656,          0.00071917,              0.8457,             0.64286,             0.67142,             0.44539,           0.0082636,            0.032067,           0.0002327,           0.0047662,           0.0047662,           0.0047662
                1588,            0.016427,           0.0049076,           0.0006511,              0.8457,             0.64286,             0.67142,             0.44539,           0.0082636,            0.032067,           0.0002327,           0.0047629,           0.0047629,           0.0047629
                1589,            0.014855,           0.0055248,          0.00070084,             0.80768,             0.64286,             0.67125,              0.4348,           0.0082567,            0.032283,          0.00024128,           0.0047596,           0.0047596,           0.0047596
                1590,            0.017188,           0.0055614,          0.00071875,             0.80768,             0.64286,             0.67125,              0.4348,           0.0082567,            0.032283,          0.00024128,           0.0047563,           0.0047563,           0.0047563
                1591,            0.011711,           0.0048351,          0.00076672,             0.83654,             0.64286,             0.68132,             0.43699,           0.0087956,             0.03228,          0.00041084,            0.004753,            0.004753,            0.004753
                1592,            0.012754,           0.0063461,           0.0005781,             0.83654,             0.64286,             0.68132,             0.43699,           0.0087956,             0.03228,          0.00041084,           0.0047497,           0.0047497,           0.0047497
                1593,            0.010982,           0.0048097,          0.00039877,             0.80288,             0.63311,             0.67318,             0.44521,           0.0090078,            0.030041,          0.00065002,           0.0047464,           0.0047464,           0.0047464
                1594,            0.015392,           0.0057603,            0.000771,             0.80288,             0.63311,             0.67318,             0.44521,           0.0090078,            0.030041,          0.00065002,           0.0047431,           0.0047431,           0.0047431
                1595,            0.015809,           0.0054453,          0.00075352,             0.56165,             0.71429,              0.5898,             0.39543,           0.0090646,            0.032041,          0.00072289,           0.0047398,           0.0047398,           0.0047398
                1596,            0.013193,           0.0044529,           0.0011017,             0.56165,             0.71429,              0.5898,             0.39543,           0.0090646,            0.032041,          0.00072289,           0.0047365,           0.0047365,           0.0047365
                1597,            0.011188,             0.00512,           0.0005928,             0.55031,             0.64286,             0.57664,             0.38851,           0.0089532,             0.03314,          0.00073128,           0.0047332,           0.0047332,           0.0047332
                1598,           0.0057333,           0.0042497,          0.00010614,             0.55031,             0.64286,             0.57664,             0.38851,           0.0089532,             0.03314,          0.00073128,           0.0047299,           0.0047299,           0.0047299
                1599,            0.015568,           0.0064404,          0.00090676,             0.54721,             0.64286,             0.57009,             0.38486,            0.008855,             0.03363,          0.00072975,           0.0047266,           0.0047266,           0.0047266
                1600,            0.013254,           0.0053391,          0.00076915,             0.54721,             0.64286,             0.57009,             0.38486,            0.008855,             0.03363,          0.00072975,           0.0047233,           0.0047233,           0.0047233
                1601,           0.0089073,           0.0051047,          0.00033415,             0.70447,             0.57143,             0.57733,              0.4023,           0.0088161,            0.034028,          0.00073357,             0.00472,             0.00472,             0.00472
                1602,            0.011251,           0.0051041,          0.00057602,             0.70447,             0.57143,             0.57733,              0.4023,           0.0088161,            0.034028,          0.00073357,           0.0047167,           0.0047167,           0.0047167
                1603,            0.014669,            0.004668,          0.00081384,              0.6496,             0.57143,             0.57368,              0.3656,           0.0096291,             0.03491,          0.00081406,           0.0047134,           0.0047134,           0.0047134
                1604,            0.013081,           0.0045342,          0.00067768,              0.6496,             0.57143,             0.57368,              0.3656,           0.0096291,             0.03491,          0.00081406,           0.0047101,           0.0047101,           0.0047101
                1605,            0.006173,           0.0047088,          0.00018221,             0.63047,             0.57143,             0.55855,             0.35836,            0.009457,            0.035031,          0.00085373,           0.0047068,           0.0047068,           0.0047068
                1606,            0.013608,           0.0048134,           0.0005325,             0.63047,             0.57143,             0.55855,             0.35836,            0.009457,            0.035031,          0.00085373,           0.0047035,           0.0047035,           0.0047035
                1607,            0.015361,           0.0065892,          0.00085874,             0.62179,             0.57143,             0.56353,             0.37618,             0.00933,            0.034486,          0.00078506,           0.0047002,           0.0047002,           0.0047002
                1608,             0.01504,           0.0042079,          0.00063244,             0.62179,             0.57143,             0.56353,             0.37618,             0.00933,            0.034486,          0.00078506,           0.0046969,           0.0046969,           0.0046969
                1609,            0.013858,           0.0061452,          0.00061567,             0.61022,             0.71429,             0.59542,             0.41122,           0.0085531,            0.030496,          0.00058861,           0.0046936,           0.0046936,           0.0046936
                1610,            0.010814,           0.0041111,          0.00065797,             0.61022,             0.71429,             0.59542,             0.41122,           0.0085531,            0.030496,          0.00058861,           0.0046903,           0.0046903,           0.0046903
                1611,            0.012696,           0.0054882,          0.00070892,              0.6871,             0.64286,             0.60851,              0.3912,           0.0084561,            0.031184,          0.00023632,            0.004687,            0.004687,            0.004687
                1612,           0.0088318,           0.0056624,          0.00029437,              0.6871,             0.64286,             0.60851,              0.3912,           0.0084561,            0.031184,          0.00023632,           0.0046837,           0.0046837,           0.0046837
                1613,            0.012944,           0.0058208,          0.00060926,              0.6464,             0.62714,             0.62767,             0.37667,           0.0093504,            0.029148,          0.00013828,           0.0046804,           0.0046804,           0.0046804
                1614,            0.015353,           0.0057703,          0.00093659,              0.6464,             0.62714,             0.62767,             0.37667,           0.0093504,            0.029148,          0.00013828,           0.0046771,           0.0046771,           0.0046771
                1615,            0.014639,           0.0053228,          0.00072902,             0.64977,             0.62119,              0.6174,             0.35287,            0.010069,             0.02981,          0.00014448,           0.0046738,           0.0046738,           0.0046738
                1616,           0.0093416,           0.0044854,          0.00076362,             0.64977,             0.62119,              0.6174,             0.35287,            0.010069,             0.02981,          0.00014448,           0.0046705,           0.0046705,           0.0046705
                1617,            0.013059,           0.0059526,          0.00044316,             0.64417,             0.62318,             0.62135,             0.39291,           0.0091692,            0.030139,          0.00014019,           0.0046672,           0.0046672,           0.0046672
                1618,            0.012118,           0.0055441,          0.00061718,             0.64417,             0.62318,             0.62135,             0.39291,           0.0091692,            0.030139,          0.00014019,           0.0046639,           0.0046639,           0.0046639
                1619,            0.013822,           0.0053757,          0.00047317,             0.57684,             0.77464,             0.61883,             0.41662,           0.0088495,            0.030107,          0.00014019,           0.0046606,           0.0046606,           0.0046606
                1620,            0.012085,           0.0069701,          0.00055353,             0.57684,             0.77464,             0.61883,             0.41662,           0.0088495,            0.030107,          0.00014019,           0.0046573,           0.0046573,           0.0046573
                1621,            0.011249,           0.0054899,          0.00075021,             0.59931,             0.63921,             0.61131,             0.42611,           0.0084516,            0.029939,          0.00014219,            0.004654,            0.004654,            0.004654
                1622,            0.014765,           0.0046717,          0.00053128,             0.59931,             0.63921,             0.61131,             0.42611,           0.0084516,            0.029939,          0.00014219,           0.0046507,           0.0046507,           0.0046507
                1623,             0.01097,           0.0045439,          0.00077745,             0.59857,             0.64286,             0.60935,             0.39152,           0.0092549,             0.03057,           0.0001523,           0.0046474,           0.0046474,           0.0046474
                1624,            0.011869,           0.0048396,          0.00027445,             0.59857,             0.64286,             0.60935,             0.39152,           0.0092549,             0.03057,           0.0001523,           0.0046441,           0.0046441,           0.0046441
                1625,            0.013262,           0.0058645,          0.00030458,             0.61838,             0.64286,             0.58596,             0.40092,           0.0085175,            0.032245,          0.00022755,           0.0046408,           0.0046408,           0.0046408
                1626,            0.014436,           0.0046946,          0.00095869,             0.61838,             0.64286,             0.58596,             0.40092,           0.0085175,            0.032245,          0.00022755,           0.0046375,           0.0046375,           0.0046375
                1627,            0.013585,           0.0063243,          0.00055078,             0.59697,             0.64286,              0.6165,             0.42316,           0.0085922,            0.033093,           0.0003212,           0.0046342,           0.0046342,           0.0046342
                1628,            0.017075,            0.005594,           0.0005099,             0.59697,             0.64286,              0.6165,             0.42316,           0.0085922,            0.033093,           0.0003212,           0.0046309,           0.0046309,           0.0046309
                1629,            0.017911,           0.0049714,          0.00047076,              0.5753,             0.71429,              0.6042,             0.43806,           0.0086369,            0.030084,           0.0005722,           0.0046276,           0.0046276,           0.0046276
                1630,            0.010112,           0.0054262,          0.00036781,              0.5753,             0.71429,              0.6042,             0.43806,           0.0086369,            0.030084,           0.0005722,           0.0046243,           0.0046243,           0.0046243
                1631,            0.014056,           0.0064862,           0.0006123,             0.54234,             0.71429,             0.57566,             0.39809,           0.0088737,            0.032678,          0.00065422,            0.004621,            0.004621,            0.004621
                1632,            0.015553,           0.0043448,          0.00081068,             0.54234,             0.71429,             0.57566,             0.39809,           0.0088737,            0.032678,          0.00065422,           0.0046177,           0.0046177,           0.0046177
                1633,            0.014176,           0.0053428,          0.00069196,             0.59608,             0.64286,             0.58041,             0.40288,           0.0087998,            0.032226,          0.00063705,           0.0046144,           0.0046144,           0.0046144
                1634,            0.013189,            0.004808,          0.00048229,             0.59608,             0.64286,             0.58041,             0.40288,           0.0087998,            0.032226,          0.00063705,           0.0046111,           0.0046111,           0.0046111
                1635,            0.012304,           0.0051365,           0.0004645,             0.56266,             0.71429,             0.59836,             0.41943,           0.0083489,            0.031378,           0.0005764,           0.0046078,           0.0046078,           0.0046078
                1636,            0.013832,           0.0061626,          0.00061475,             0.56266,             0.71429,             0.59836,             0.41943,           0.0083489,            0.031378,           0.0005764,           0.0046045,           0.0046045,           0.0046045
                1637,            0.014034,           0.0042618,          0.00074844,             0.76563,             0.64286,             0.64155,             0.44983,            0.008555,            0.030316,          0.00048103,           0.0046012,           0.0046012,           0.0046012
                1638,            0.013487,           0.0057146,          0.00081004,             0.76563,             0.64286,             0.64155,             0.44983,            0.008555,            0.030316,          0.00048103,           0.0045979,           0.0045979,           0.0045979
                1639,            0.013668,           0.0061436,          0.00050662,             0.81112,             0.55844,             0.62159,             0.44932,           0.0084322,            0.031011,          0.00034199,           0.0045946,           0.0045946,           0.0045946
                1640,           0.0088399,           0.0043263,          0.00031388,             0.81112,             0.55844,             0.62159,             0.44932,           0.0084322,            0.031011,          0.00034199,           0.0045913,           0.0045913,           0.0045913
                1641,            0.010022,           0.0045833,          0.00033362,             0.74666,             0.56741,             0.62062,             0.44883,           0.0084213,            0.030827,          0.00040321,            0.004588,            0.004588,            0.004588
                1642,            0.013638,           0.0047041,          0.00059766,             0.74666,             0.56741,             0.62062,             0.44883,           0.0084213,            0.030827,          0.00040321,           0.0045847,           0.0045847,           0.0045847
                1643,            0.010716,           0.0042049,          0.00037676,             0.64049,             0.64286,             0.60313,             0.43286,           0.0083497,            0.030143,          0.00050468,           0.0045814,           0.0045814,           0.0045814
                1644,            0.014831,           0.0058177,          0.00057656,             0.64049,             0.64286,             0.60313,             0.43286,           0.0083497,            0.030143,          0.00050468,           0.0045781,           0.0045781,           0.0045781
                1645,            0.013185,           0.0078188,          0.00067723,             0.62121,             0.71429,             0.59537,             0.41212,           0.0086108,            0.030471,          0.00058823,           0.0045748,           0.0045748,           0.0045748
                1646,            0.013723,           0.0053074,          0.00068698,             0.62121,             0.71429,             0.59537,             0.41212,           0.0086108,            0.030471,          0.00058823,           0.0045715,           0.0045715,           0.0045715
                1647,            0.013887,           0.0046847,          0.00067846,             0.58689,             0.64286,             0.57773,             0.41445,           0.0080965,            0.031231,          0.00060654,           0.0045682,           0.0045682,           0.0045682
                1648,            0.011163,            0.005754,          0.00038983,             0.58689,             0.64286,             0.57773,             0.41445,           0.0080965,            0.031231,          0.00060654,           0.0045649,           0.0045649,           0.0045649
                1649,             0.01312,           0.0052869,          0.00045833,             0.59097,             0.64286,             0.58066,             0.38642,           0.0089948,            0.031336,          0.00061378,           0.0045616,           0.0045616,           0.0045616
                1650,            0.012854,           0.0053413,          0.00058069,             0.59097,             0.64286,             0.58066,             0.38642,           0.0089948,            0.031336,          0.00061378,           0.0045583,           0.0045583,           0.0045583
                1651,            0.014686,            0.006174,          0.00047699,             0.54559,             0.78571,             0.57176,             0.39401,            0.008578,            0.031698,          0.00063858,            0.004555,            0.004555,            0.004555
                1652,             0.01318,            0.005301,          0.00073438,             0.54559,             0.78571,             0.57176,             0.39401,            0.008578,            0.031698,          0.00063858,           0.0045517,           0.0045517,           0.0045517
                1653,            0.010438,           0.0041918,          0.00057597,             0.54572,             0.79514,             0.56885,             0.38679,           0.0087352,            0.032058,          0.00066109,           0.0045484,           0.0045484,           0.0045484
                1654,            0.010474,           0.0048802,          0.00031901,             0.54572,             0.79514,             0.56885,             0.38679,           0.0087352,            0.032058,          0.00066109,           0.0045451,           0.0045451,           0.0045451
                1655,            0.015786,            0.005559,          0.00093828,             0.53713,             0.78571,             0.56258,             0.38382,           0.0085334,            0.032942,          0.00067482,           0.0045418,           0.0045418,           0.0045418
                1656,            0.015449,           0.0064582,          0.00065729,             0.53713,             0.78571,             0.56258,             0.38382,           0.0085334,            0.032942,          0.00067482,           0.0045385,           0.0045385,           0.0045385
                1657,            0.016143,           0.0042882,          0.00059539,             0.53972,             0.78571,             0.56448,             0.39767,            0.008484,            0.032702,          0.00067825,           0.0045352,           0.0045352,           0.0045352
                1658,           0.0094399,           0.0035193,            0.000377,             0.53972,             0.78571,             0.56448,             0.39767,            0.008484,            0.032702,          0.00067825,           0.0045319,           0.0045319,           0.0045319
                1659,            0.012176,           0.0049471,          0.00051347,             0.54497,             0.78571,             0.56505,             0.39052,           0.0087027,             0.03249,          0.00068283,           0.0045286,           0.0045286,           0.0045286
                1660,            0.011382,           0.0044998,          0.00040202,             0.54497,             0.78571,             0.56505,             0.39052,           0.0087027,             0.03249,          0.00068283,           0.0045253,           0.0045253,           0.0045253
                1661,             0.01145,           0.0043594,          0.00041177,             0.52044,             0.71429,             0.54794,             0.37721,           0.0093758,            0.034901,          0.00073013,            0.004522,            0.004522,            0.004522
                1662,            0.015204,           0.0041831,           0.0005198,             0.52044,             0.71429,             0.54794,             0.37721,           0.0093758,            0.034901,          0.00073013,           0.0045187,           0.0045187,           0.0045187
                1663,             0.01591,           0.0054665,           0.0007329,             0.52224,             0.64286,             0.54116,             0.40101,           0.0089658,            0.035724,          0.00083389,           0.0045154,           0.0045154,           0.0045154
                1664,           0.0096027,           0.0048526,          0.00049538,             0.52224,             0.64286,             0.54116,             0.40101,           0.0089658,            0.035724,          0.00083389,           0.0045121,           0.0045121,           0.0045121
                1665,            0.012208,           0.0045852,          0.00078893,             0.53244,             0.64286,             0.54402,             0.38577,            0.009818,             0.03621,          0.00088196,           0.0045088,           0.0045088,           0.0045088
                1666,           0.0088397,           0.0061157,          0.00034404,             0.53244,             0.64286,             0.54402,             0.38577,            0.009818,             0.03621,          0.00088196,           0.0045055,           0.0045055,           0.0045055
                1667,            0.010511,           0.0055569,           0.0004437,             0.53838,             0.64286,             0.54736,             0.40163,           0.0089524,            0.035718,          0.00091171,           0.0045022,           0.0045022,           0.0045022
                1668,            0.014513,           0.0042742,          0.00042658,             0.53838,             0.64286,             0.54736,             0.40163,           0.0089524,            0.035718,          0.00091171,           0.0044989,           0.0044989,           0.0044989
                1669,            0.014836,           0.0051093,          0.00070095,             0.53416,             0.64286,             0.54569,             0.38474,           0.0097361,            0.036113,          0.00097198,           0.0044956,           0.0044956,           0.0044956
                1670,            0.010071,           0.0042251,          0.00064572,             0.53416,             0.64286,             0.54569,             0.38474,           0.0097361,            0.036113,          0.00097198,           0.0044923,           0.0044923,           0.0044923
                1671,            0.012808,           0.0042337,          0.00057935,             0.54946,             0.64286,             0.54982,             0.39777,           0.0091059,            0.036052,          0.00098572,            0.004489,            0.004489,            0.004489
                1672,            0.013408,           0.0055227,          0.00062568,             0.54946,             0.64286,             0.54982,             0.39777,           0.0091059,            0.036052,          0.00098572,           0.0044857,           0.0044857,           0.0044857
                1673,            0.009827,           0.0044749,          0.00065627,              0.5534,             0.64286,             0.54934,             0.40603,            0.009112,            0.036355,           0.0010201,           0.0044824,           0.0044824,           0.0044824
                1674,            0.010534,           0.0040415,          0.00057223,              0.5534,             0.64286,             0.54934,             0.40603,            0.009112,            0.036355,           0.0010201,           0.0044791,           0.0044791,           0.0044791
                1675,            0.012921,           0.0056919,          0.00052873,             0.50825,             0.64286,             0.54574,             0.41675,           0.0090031,            0.036596,           0.0010818,           0.0044758,           0.0044758,           0.0044758
                1676,            0.017024,           0.0064408,           0.0013962,             0.50825,             0.64286,             0.54574,             0.41675,           0.0090031,            0.036596,           0.0010818,           0.0044725,           0.0044725,           0.0044725
                1677,            0.012457,           0.0065981,          0.00064766,             0.52371,             0.64286,             0.55132,             0.39769,           0.0095222,            0.037304,           0.0010315,           0.0044692,           0.0044692,           0.0044692
                1678,            0.013824,           0.0040613,          0.00058392,             0.52371,             0.64286,             0.55132,             0.39769,           0.0095222,            0.037304,           0.0010315,           0.0044659,           0.0044659,           0.0044659
                1679,              0.0114,           0.0049567,          0.00057594,             0.55987,             0.57143,              0.5504,             0.40187,           0.0087473,            0.036181,          0.00083694,           0.0044626,           0.0044626,           0.0044626
                1680,            0.015625,           0.0041684,          0.00084632,             0.55987,             0.57143,              0.5504,             0.40187,           0.0087473,            0.036181,          0.00083694,           0.0044593,           0.0044593,           0.0044593
